month_date_yyyymm,postal_code,zip_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202512,20006,"washington, dc",235000.0,-0.0596,-0.1533,4,0.3333,0.0,31.0,-0.566,-0.328,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,481.0,-0.0648,-0.1268,476.0,0.0193,0.0085,236225.0,-0.0723,-0.0736,4,0.3333,0.0,,,,1.0
202512,20008,"washington, dc",554500.0,0.0288,-0.004,85,-0.2387,0.1192,66.0,0.213,0.3575,14,-0.4167,-0.2222,0,,,0.0,0.0,0.0,6.0,-0.7857,-0.5714,0.0395,-0.1263,-0.0622,24.0,-0.2,-0.1724,552.0,0.0085,0.0047,1166.0,0.0089,0.0631,1763319.0,0.0255,0.0177,107,-0.2357,0.0288,0.284,0.0138,-0.1001,0.0
202512,20002,"washington, dc",624975.0,-0.0064,-0.1062,267,-0.2393,-0.2675,70.0,0.1111,0.0448,36,-0.3077,-0.5714,0,,,0.0,0.0,0.0,44.0,-0.5217,-0.2667,0.1143,-0.0786,0.007,84.0,0.006,-0.2477,492.0,-0.0157,-0.0138,1361.0,0.0022,-0.0757,688958.0,0.0037,-0.1383,351,-0.183,-0.2613,0.3127,0.0763,0.0082,1.0
202512,20016,"washington, dc",544999.0,-0.0747,-0.227,122,-0.1701,0.6944,79.0,0.549,0.3504,14,-0.65,-0.2222,0,,,0.0,0.0,0.0,26.0,-0.1875,1.6,0.1434,0.0048,0.0572,29.0,-0.2162,0.2609,499.0,-0.0074,-0.0251,1324.0,-0.0761,0.0151,1448520.0,-0.0465,-0.3764,151,-0.1925,0.5895,0.2377,-0.014,-0.0817,1.0
202512,20024,"washington, dc",388500.0,-0.0287,0.0211,91,-0.1462,-0.0765,82.0,0.3145,0.055,12,-0.4,-0.25,0,,,0.0,0.0,0.0,12.0,0.0,0.2,0.1047,0.0124,0.0406,13.0,-0.1667,-0.5614,453.0,-0.0125,-0.1098,823.0,-0.0394,0.0872,521092.0,-0.0274,-0.2512,103,-0.1488,-0.1858,0.1381,-0.0034,-0.1527,0.0
202512,20009,"washington, dc",524000.0,-0.0287,-0.1497,192,-0.2635,-0.052,83.0,0.3095,0.32,22,-0.5417,-0.2143,0,,,0.0,0.0,0.0,20.0,-0.7368,-0.3333,0.0773,-0.1166,-0.015,50.0,-0.2754,-0.0099,626.0,-0.0217,-0.0641,874.0,-0.0278,-0.0863,845886.0,0.0013,-0.1447,241,-0.2763,-0.0437,0.2611,-0.0043,0.0111,1.0
202512,20017,"washington, dc",599800.0,-0.0246,-0.0186,65,-0.1042,0.0661,63.0,0.0819,0.1256,12,-0.5,-0.25,0,-1.0,,0.0,-0.0288,0.0,12.0,-0.5,0.5,0.1182,-0.0652,0.0493,21.0,-0.18,-0.1458,430.0,0.0027,-0.0853,1516.0,0.008,-0.0121,660837.0,0.0069,-0.056,85,-0.1237,0.018,0.3178,-0.0294,-0.0789,0.0
202512,20007,"washington, dc",1279750.0,0.0161,-0.1447,119,-0.1905,0.0769,63.0,0.25,0.087,20,0.0,-0.2308,0,,-1.0,0.0,0.0,-0.0108,14.0,-0.6111,1.3333,0.0807,-0.0825,0.0531,34.0,-0.2556,0.0635,720.0,0.0447,-0.0245,1509.0,0.0375,-0.1198,1962950.0,-0.0127,-0.2579,153,-0.2016,0.0739,0.2815,-0.0246,-0.0036,1.0
202512,20018,"washington, dc",599500.0,0.0127,-0.1065,79,-0.0814,0.0464,81.0,0.1875,0.2235,14,-0.125,-0.2222,2,,0.0,0.015,0.015,-0.0003,32.0,0.6,0.1429,0.2632,0.1243,0.0146,24.0,-0.1607,-0.1754,348.0,-0.0198,-0.098,1747.0,0.0781,0.0661,687635.0,0.0441,-0.0725,103,-0.0766,-0.0376,0.2975,-0.0281,-0.08,1.0
202512,20010,"washington, dc",674948.0,-0.0358,-0.1411,96,-0.1318,-0.0591,65.0,0.0792,0.1881,14,-0.4167,-0.3636,0,,-1.0,0.0,0.0,-0.0388,18.0,-0.3571,2.0,0.1282,-0.0291,0.0793,14.0,-0.1765,-0.3488,523.0,0.0305,0.0316,1305.0,-0.0492,-0.1547,758755.0,-0.0189,0.0049,109,-0.1457,-0.1179,0.1466,-0.0079,-0.0652,1.0
202512,20019,"washington, dc",392500.0,-0.0163,-0.0187,158,-0.0595,0.1326,83.0,0.4025,0.1493,26,-0.2778,-0.2353,4,0.0,1.0,0.0148,0.0001,0.0082,40.0,-0.0909,0.1765,0.155,0.0079,0.0333,64.0,-0.0448,-0.4208,270.0,-0.0174,-0.1003,1326.0,0.0061,0.0646,397286.0,-0.0074,-0.0334,222,-0.0593,-0.1084,0.4051,0.0063,-0.3871,0.0
202512,20001,"washington, dc",674950.0,-0.0074,-0.0319,209,-0.1824,0.0859,71.0,0.2818,0.0292,30,-0.25,0.0714,0,-1.0,,0.0,-0.0106,0.0,34.0,-0.2917,0.0,0.1169,-0.0203,-0.0123,45.0,-0.0625,-0.0526,597.0,-0.0076,0.0006,1172.0,0.0013,-0.033,828585.0,0.0041,-0.0016,255,-0.1601,0.0626,0.2158,0.0276,-0.0316,0.0
